,article,date,comments
89,"죽고싶다고 생각하면서도 죽기엔 너무 부끄러워서 죽을 수가 없어.그야 누가봐도 좆도 아닌거에 삶을 비관하며 죽다니 슬프기보다 어이가 없어서 죽은 후에도 이상한 사람 취급 받을걸.그냥 이렇게 평생 자신을 부끄러워하면서 죽이고 싶지만 두려워서 살겠지, 나는.",22/11/20 15:49,[]
90,누가 나 좀 죽여줬으면 좋겠어,22/11/20 04:07,[]
91,"피해망상으로 주변인들을 다 나쁜 사람으로 만드는 내가 싫다특히 정말 소중한 사람에게까지도 그지같은 그 피해망상이 적용돼서, 그 사람을 나쁘게 만드는 내 망상이 너무 혐오스럽다병원 다니고 약도 받는데 상태가 그대로...의사 선생님께도 치료 권유한 친구에게도 미안하다",22/11/19 23:58,[]
92,남자친구야너는 정말 좋은 사람인데내가 이런 사람이라서 미안해자꾸 죽고싶다고만 생각하는 사람이라서 미안해너가 아직 친구였을때너를 가장 소중한 친구 두명 중 한명으로 생각했던 그때 하필 너희 두명이 비슷한 시기에 죽으려고 했을 때나는 그때 삶이 무너진다는게 무슨 의미인지 이해했어 그때 내가 곧장 너희를 붙잡고 있었다면 달라졌을까너는 내 덕분에 살아있다고 고맙다고 말하지만나는 너를 살리게 된걸 후회해이 글을 보면 너가 슬퍼할까 상처받아서 가줬으면 좋겠다그럼 나도 조용히 갈 수 있을텐데,22/11/18 02:07,['새벽에 많이 힘들구나']
93,아침 먹으니까 확실히 덜 우울한 듯,22/11/17 10:37,[]
94,"고2때 입시가 너무 힘들었어서 생각만해도 지치는데 수능날이 다가오니까 차라리 그때로 다시 돌아가고싶다는 생각이 든다. 가능성이 많았던, 원하는 목표를 이룰 열정과 자신감이 있던 '아직 실패하지 않은 나'를 보고싶어.괜찮아졌다고 생각했는데 입시철은 여전히 견디기가 힘들다",22/11/17 01:39,[]
95,"정신과 다니는 친구들아, 다닐 돈은 어떻게 마련해?",22/11/15 21:56,"['생각보다 안비싸 한달에 2만원 안쪽 용돈에서 커버', '어떻게 찾았어?', '정신과?', 'ㅇㅇ 근데 이 정도 비용이 어케 나오지? 사설 병원은 아닌거 같아 보여', '보통 다 예약 필요해서 나는 빨리 갈 수 있는 곳으로 갔어 정신과라는게 별게 없고 증상말하고 처방받는 방식이라 거의 약값만 들어', '나도 알아볼게 고마워... 근데 증상이면 몸이 아픈거였나', '상황이 불편하면 몸이 긴장하고 우울한 시기에는 자주 나쁜 생각이 들었어 나는 스트레스 받으면 먹토까지 했어', '몸으로 나타나는 증상이 있으면 확실히 얘기가 편하긴 해 지표가 있는거니까', '초기 검사비만 10만원정도 들고 약값은 2만 몇천원 들더라 그러면 3-4주치 약 받음', '어딜 가나 약값은 비슷할거임 신경정신과면']"
96,정신과 치료는 어떻게 다녀? 비싼데 돈 어케 구함? 국가에게 기대보는거는 좀 그런대,22/11/15 19:16,[]
97,누군가 나를 위해 죽어줄 수 있다던가나와 같이 죽어줄 수 있다던가.라고 고백해준다면 정말 행복할 거야 세상이 아름다워서 죽고 싶지 않겠지 그 사람을 정말로 좋아하게 될거야 살아있음을 기뻐할 거야.하지만 그런 사람은 현실에 존재하지 않고 또 나는 그럴만한 가치도 없으며 이걸 바란다는 것은 매우 이기적임을 알기에 죽고 싶어지는 거겠지.,22/11/15 02:54,[]
98,"피해망상으로 아빌리파이 5 먹고 있는데곧 또 증량될 거 같다사람들이 어떤 리액션을 보이든 결국은 나를 싫어하는 거 아닐까라는 생각으로 귀결된다이게 망상이라는 걸 알면서도, 예전 학창 시절 따돌림당한 기억 때문에 진짜 그랬던 적이 있다보니 나름대로의 근거가 있는 망상이 되어 더 괴롭다이딴게 인생?",22/11/14 22:40,"['이런거 자의식 과잉이다 피해망상이다 뭐 그러는데 웃긴 게 실제로 그런 일이 나한테 있었으니까 그러는 거인건 아무도 알아주질 않음. 순수하고 사람신경안쓰던 날 뒷담화하던걸  증언하는 사람의 말을 듣고나서야 세상이 그렇게 보였는데 말이야...', '내가 없는 상상을 피해망상하는 거라고 하기엔  생각보다 사람은 별거아닌것도 뜯어무는 것 같더라. 차라리 그 사람들이 날 싫어해도 괜찮다는 식으로 생각하는게 나을듯.']"
99,오늘따라 더 우울하네내일 수업 끝나고 한강 산책해야지,22/11/14 18:29,['뚝섬 추천']
100,혹시 송파 쪽에 괜찮은 정신과 추천해줄 사람 있어?,22/11/13 20:57,"['선릉쪽은 아는데..', '잠실새내는 암', '오 잠실새내 어디??', '지음정신건강의학과. 선생님 착하심...', '두분 계시는데 아마 원장쌤. 난 2년쯤 다님.']"
101,세상이 나랑 안맞는거같아,22/11/13 20:50,"['나도 세상에 내가 안 맞는 거 같아', '이거 세상 잘못이네..']"
102,난 오전에 알바 출근해서 몸이 힘들때마다 빨리 죽어버리고 싶다고 생각하는데 남들은 안그렇단것같아,22/11/13 17:28,[]
103,나만 사라지면 화목할 가정늘 내 탓이지.잘 있어라. 나는 떠난다.,22/11/12 06:40,"['죽지마', '캬']"
104,"라믹탈 50, 아빌리파이 2, 클로나제팜 0.5, 쿠에타핀 25, 알프람 1mg 먹고있는데 너무 졸려서 하루 일과가 절대 불가할 정도야. 효과는 괜찮은 것 같구. 어떤 약이 문제인지 혹시 아는 사람 있으면 알려주면 정말 고마울 것 같아!!",22/11/09 21:27,"['나는 아빌리파이 먹고 졸렸어!', '아마 아빌리파이가 문제일 가능성이 높음']"
105,힘내자는 말도 너무 상투적이고그냥 살자 일단 살자,22/11/09 02:23,[]
106,나 학교다니는거 진짜 너무 힘들어…… 버거워 내가 못하겠는 정도까지 나한테 요구하는 것 같아…,22/11/08 11:12,"['헐 ... 나도ㅜㅜㅜㅜㅜㅠㅜㅜ', '나두', '나도.. 진짜 괴롭다']"
107,아침부터 죽고싶네,22/11/08 08:48,[]
108,우울증동지들 화이팅..,22/11/07 22:02,[]
109,나 진짜 살고싶다,22/11/06 23:19,"['어떻게 하면 네가 계속 살 수 있을까 네가 살았으면 좋겠어', '나도']"
110,그냥 사는게 ㅈ같다,22/11/06 22:49,[]
111,새내기때부터 아싸였던 사람 있노,22/11/03 17:43,"['삭제된 댓글입니다.', '어쩌다가??ㅠㅠㅠㅠㅠ', '난 어떻게든 만들었지만 그렇게까지 친하지 않아….어디 놀려가거나 밥 먹을때 안 데리고 갔음', '진짜 어캐친해짐', '나도 그게 참 궁금함 ㅠㅠㅠㅠㅠ', '나', '너도 비자발적 아싸??', '조모임은 왜 안 나갔어??? 거기서부터 첫 단추인데', 'ㅠㅠ그때 쌍수해서 못나갔었어.. 후회된다', '운이 안 좋구먼 ㅠㅠㅠㅠ 나는 아는 사람 몇명 있었지만 깊게 친해지긴 무리였다', 'ㅠㅠ근데 애들끼리 대화하는거 들어봐도 뭔가 좀 서먹하다고 해야하나 비즈니스적인 느낌이 강해서 이상했어… 대학오면 짱친사귀고 그럴수 있을줄 알았는데 생각보다 어려운 것 같아', '난 대학교보다 군대사람들이 더 정이 간다']"
112,나 제대로 살고 있는지 의심됨,22/11/02 21:32,"['나도…', '가끔 살면서 현타 오는건 전보다 더 나아지려는 기회가 찾아오려는게 아닐까 싶음 제대로 못 살고 있다고 느껴져도 그냥 살아있기만 해도 좋아 소소하게 행복하게']"
113,씨발 다 죽여버리고 싶네,22/11/01 19:20,"['ㅜㅜ', 'ㄹㅇ', '나도…']"
114,"누군가가 죽어야, 불행해야만 세상은 돌아간다구 흑흑",22/11/01 14:28,[]
115,다음주 장애학공에서 행정학공으로 면접보러간다.제발 붙고 해방되고 싶다,22/10/31 14:43,[]
116,이태원 사망자들은 젊은 날에 건강하게 있다가 갔으니 편할거야...남은 유족들이 문제지..,22/10/31 11:17,[]
117,제발 나랑 죽자....제발 같이 죽을사람 구해 살기싫은사람은 나랑 죽자 응?...,22/10/31 01:07,[]
118,내가 죽어야하는데...,22/10/30 22:34,[]
119,이태원에서 죽은 사람들 대신 내가 갈 순 없었을까..그사람들 대신 내가 조용히 가고싶어,22/10/30 02:45,[]
120,남들 다 이태원 가서 노는동안 나는 집에서 발작이나 일으키고 있었네 하염없이 눈물만 나와,22/10/29 21:37,"['안가는게 나았네.', '저런 생각한 내가 너무 혐오스럽고 싫다', '왜, 그럴 수 있지', '괜찮아... 사고 때문에 충격이 클 텐데 잘 추스르길 바라']"
121,자존감이 낮다는 말로 자존감을 낮추는 사람들...,22/10/29 05:48,['와 인정']
122,오늘 엄청 울고 정신과 가려고 알아봤다진짜 너무 괴로웠어,22/10/28 23:37,[]
123,고마웠어 다들,22/10/26 21:51,"['나도 정말 고마워😊', '익1은 살아갔으면 좋겠다', '무슨 일이야?', '그냥 삶의 이유가 없어졌어', '너무 슬픈 답변이다,,,그래서 다들 고마웠다고 마무리 하는거야,,?', '응 차마 지인들한테 개인톡으로 나 죽는다고 못보내겠어서...막학기라 종강하면 마지막 여행 다녀올려고', '아니아니 그러지 마 무슨 소리야 막학기 종강하고 여행 다녀와서 그 때를 추억하면서 다시 살고 또 여행가서 얼마나 변했는지 직접 확인해야지나한테도 여행 어땠는지 담에는 어디 가고 싶은지 알려달라고!!!!아니야 쓰니야 삶의 이유가 없어졌으니까 같이 한번 만들어보자고', '고마워....내가 살 자격이 있을지는 모르겠다만', '사는데 자격이 필요한 사람이 어딨어? 쓰니는 쓰니만으로도 충분하다고!!!', '어디 가', '죽지마']"
124,나는 기대를 많이 가지고 대학교에 입학했지만 학교는 나를 환영해주지 안았다. 새터 개파 엠티까지 갔지만 동기들은 나랑 놀아주지 않았다…… 수업 시간에 이야기하거나 인사만 하는 사람들 몇몇만 생겼다….. 그 정도일 뿐 그 이상 그 이하도 아니었다. 직장가서 돈 많이 벌기 힘들어도 부자가 되어서 일한 만큼 추억도 만들고 놀면서 대학교 새내기때보다 더 재밌게 살수 있을까????  복학생 군필 아싸로서 아쉬움과 후회가 많이 남는다.,22/10/25 16:41,[]
125,다들 공부 잘 하고 계신가요,22/10/24 20:54,"['저도 공부랑 별의 별거 때문에 너무 힘들어요', 'ㅜㅜ']"
126,태어나고 싶지 않았어.왜 태어나게 한거야,22/10/24 18:45,['나도... 원해서 태어난게 아닌데']
127,난 현정신과 가서 나름 괜찮아졌는데 평이 안좋네 이것도 사람마다 다른가봐,22/10/24 10:33,[]
128,불면증으로 결국 한숨도 못잤네,22/10/24 06:02,['오늘은 푹 잘 수 있길 바라🙏']
129,진짜 살기 싫다 진짜… 삶의 목적이란 뭘까,22/10/24 00:44,['없음']
130,"⭐️사연을 삽니다🐋https://docs.google.com/forms/d/e/1FAIpQLSdrvAaI3z8gmIPNcdfheSpUigGpbVvnRu08Y8nxr-cqGjrGBQ/viewform고민상담을 해도 좋고, 그냥 마음을 털어놓아도 좋아요. 제가 손으로 편지 또는 엽서를 써서 보내드릴게요. 다만 느린우체통처럼 아주 느리게 갈 수 있어요. 구글 폼 상단에 글을 잘 읽어주세요!",22/10/23 23:48,[]
131,공익근무 너무 힘들다 너무 힘들어 내일이 월요일인게 너무 싫어 센터장 얼굴 보면 토악질나,22/10/23 18:17,"['너도냐 나 너무 힘들어서 2주전에 재지정원서냄 이번이 2번째로 내는거임', '너도 참 힘들겠다 ㅠㅠ 정신과 다녀?', 'ㄴㄴ 옮기면 나아질꺼 같아서 또 이상한데 걸리면 다닐듯', '다녀야돼... 정신과를 다녀야 옮기는게 그나마 수월해져...', '이번에는 안가고 옮길 수 있을꺼 같아서 기관에서는 내보내주기로함 기관에 불리한 녹음 많이 들고있어서', '화이팅!!', '난 정신과 4급 판정 받았는데 어케 될지 모르겠네', '나도 요양원 공익이었는데 힘들긴한데 다 한때더라 뭐 이런말 백날들어도 공익 띁나기 전까지 힘들겜ㅅ지만 그냥 이또한 지나가리라 .. 해탈을해']"
132,진짜 너무 죽고 싶다...괜찮아진거 같았는데...왜...진짜 죽고 싶을 만큼 힘든데...왜 나 혼자야...,22/10/23 17:38,['쓰니야 많이 힘들구나ㅜㅜ무슨 일 있어??']
133,도서관 잘 못 갈 정도로 대인기피 심한 사람 있어?,22/10/23 12:42,"['삭제된 댓글입니다.', 'ㅜㅜ', '음... 나같다.. 도서관은 물론이고 사람 많은 곳은 무서운듯. 언제는 어디 혼자 갔던 것도 아닌데 사람 많은게 너무 힘들어서 눈물나오고 그냥... 카페같은 곳도 가면 괜히 심장 뛰고 남 의식되는 듯. 솔직히 대인기피 진단 안 받아서 이런것도 대인기피인진 모르겠지만ㅜㅠ 말이 많았는디 걍 도서관은 물론 카페도 잘 못 가는 사람 여기...', '나다']"
134,열등감이 있는데 그 존재 자체로도 열등감이 느껴지네...이걸 동력으로 사용해서 살아가면 된다는걸 알면서도 내 기분은 나아지질 않는다.,22/10/23 01:23,['ㄹㅇ 긍정적으로 동력으로 삼자해놓고서도 기분이 썩 나아지지 않아.. 그냥 남들은 열등감 없는데 나만 있는거같아서 더더욱 열등감 자체에 열등감 느껴']
135,말못할 고민이 있는 사람끼리 서로 터놓고 의지하고 지낼 순 없나...? 나도 혼나 너무 외롭고 힘이드네...,22/10/22 23:51,"['삭제된 댓글입니다.', '병원도 도움이 안되니까 그러지...', '나도 항상 이런 생각해..', '얘기 나눠볼래...?', '앗 늦게봤다 쪽지줘도 괜찮아!!']"
136,한동안 괜찮아서 정신과도 멋대로 안간지 몇달 됐는데.. 요즘 다시 우울하다. 나는 언제까지 이렇게 살아야 하는 거지? 좋아했고 좋아하는 일들이 갑작스레 다 무의미하게 느껴져서 힘들어,22/10/22 03:45,[]
137,나 지금 방 개더러워 발 디딜 틈이 없어 나만 이래?,22/10/22 00:07,"['ㅋㅋㅋㅋ나도', '근데 이거 없으면 허전해 공허하고 나 막 엄마가 방 치워놓으면 너무 허하고 외로움?같은거 느껴', '치우려면 큰 맘 먹어야 해 ㅋㅋ', 'ㅋㅋㅋㅋㅋ인정']"
